message,class
"  ใจ สั่ง !!  โอ้ว โหว ว.. มหกรรม เซ ปัง ลด ลัง ลุ้น ล้าน  ช้อป ลุ้น ล้าน !! แจก บัตร กำนัล มูลค่า  ล้าน บาท ช้อป ห้าง  2,000 บาท  ลด ห้าง  80 ใจ เซ หนัก เลอ ออ   Card ลด 12.5 คะแนน แล กรับ  รับคืน 17 บัตรเครดิต รายการ  The Biggest Midyear Sale    26 ก.ค. 60 เดอะ มอลล์ สาขา เอ็มโพเรียม เอ็ม ควอ เทียร พารากอน บลู พอร์ต หัว หิน",punpromotion.csv
  ลด ปัง ลัง เว่อ ออ ออ ออ !!!  LYN Sale up to 40  สวยหรู ดู แพ๊งงงง แพง ราคา กรุบกริบ เน้ ล้า ววววว ช้อป ค่า าาาา   ช้าก่อน นน. .. สำหรับ สมาชิก My Card นะจ๊ะ  16 มิ.ย. พรุ่งนี้ สำหรับ ข่ะ!!  LYN สาขา !!    ,punpromotion.csv
"  บินวน สิ !!!  ปลอดภัย หายห่วง งาน ซิก เต็ม คุ้มครอง ฟินเฟ ร่อ ค่า เบี้ย กรมธรรม์ คนเดียว คุ้ม มม แถม บัตร กำนัล Starbuck Universal Plug อีกด้วย คุ้ม งง  ค่า เบี้ย 500. บัตร กำนัล Starbucks มูลค่า 100.   หา กรวม ค่า เบี้ย 1,000  Universal Plug มูลค่า 540.  ชิ้น  กรอก PPJUN 17 ทำ ตามเงื่อนไข คลิก     30 มิ.ย. 60  สอบถาม Inbox Facebook Cigna Thailand คลิก   โท ร. 1758 จ. ศ. 8.00 20.00 น.  ส. อา 8.30 17.30 น. ยกเว้น วันหยุด นักขัตฤกษ์  ส่งเสริม ขาย บริษัท ซิก โบรก เก เร แอนด์ มาร์เก็ตติ้ง ประเทศ ไทย จำกัด ผู้ซื้อ ทำความเข้าใจ รายละเอียด คุ้มครอง เงื่อนไข ตัดสินใจ ทำ ประกันภัย",punpromotion.csv
  กิน วน อ้วน !!!  Pizza of the day  ล้า ว... พิซซ่าฮัท  ซ้ำ หน้า ถาด กลาง 99 บาท ร้ ตัย วๆ  จ. ศ. สั่ง ออนไลน์ น้า สั่ง     27 มิ.ย. 60,punpromotion.csv
"  ห้ะ...ลด สาม !!!  รี้ หนัก ว๊าก กก. ใส่รหัส ELXPUNPRO การสั่งซื้อ ของขวัญ มูลค่า 1,200.  คลิ๊ก โลด ดดด  เฉพาะที่ เอส เต ลอ เด อร ออนไลน์ นะจ๊ะ  สวย คนเดียว เหงา สวย แบ่ง ลูก เพจ ดี ฝ่า พิเศษ สู๊ดด     ยู ว์ คุ้ม เฟ ร่อ เว่อร์ วัง  ช้อป 4,000. บาท ขึ้นไป ชุด ของขวัญ กระเป๋า มูลค่า 3,800.  ช้อป 6,000. ขึ้นไป ชุด ของขวัญ  ชิ้น กระเป๋า มูลค่า 5,800. มูลค่า เทียบเท่า  Estee Lauder  PunPro Promotion   16 มิ.ย. 60  ชุด ของขวัญ เปล มูลค่า กรุณา ตรวจสอบ ของแถม หน้า ตะกร้า สินค้า ท่าน",punpromotion.csv
"  โอ๊ย ล้ำ ขนาด !!  นาฬิกา เด็ก อัจฉริยะ ฟังก์ชั่น เจ๋ง โทร ถ่ายรูป หน้าจอ สี อี๊ กก รู้ ความเคลื่อนไหว เจ้าตัว ปลอดภัย ไร้กังวล  เปิดเทอม โปรโมชั่น เด็ด เหมาจ่าย 1,990 บาท เครื่อง True Kidz Watch เน็ต อั้น โทร เครือข่าย ฟรี 12 เดือน รีบ โปร เด็ด โป รดี สิ้นเดือน มิถุนายน !!! 🔺️ รายละเอียด   True Kidz Watch  True Shop สาขา",punpromotion.csv
  ขุ่น พระ !!!  Lacoste End of Season Sale  แว้ว ว... นา นที หนนะ เสื้อ โปโล เสื้อยืด เสื้อเชิ้ต เครื่อง หนัง รองเท้า เค้า ดี ขา    31 ก.ค. 60 Lacoste Shop  Lacoste Corner ห้างสรรพสินค้า สาขา ทั่วประเทศ,punpromotion.csv
  คุ้ม ฝุดดด !!!  งาน จ่ะ เฟอร์นิเจอร์ เครื่องใช้ไฟฟ้า ตกแต่ง บ้าน เพียบ ลด 70 ลด แถม ผ่อน  อีกด้วย รีบ  Furniture Show 2017  Electronic Power Sale    18 มิ.ย. 60 Hall  เมือง ทอง ธานี,punpromotion.csv
  ยาง งง !!!  น้ำหอม ปรับอากาศ ชิค แถม ห้อย ลาย paul frank ออ ห๊อม หอม   กลิ่น เลือก strawberry  floral fresh กระซิบ ล๊อต กลิ่น แรง ดี เฟ ร่อ ล๊อต เก่า ตอนนี้ แพ็คเกจ !! แถ ม. ห้อย ลาย paul frank แพ็ค  ซื้อ แพ็ค เดิม ไม่ต้อง น้อยใจ ถ่ายรูป ใบเสร็จ สินค้า ถ่าย เซลฟี่ คู่ สินค้า อิน บ๊อก 🔺️  น้ำหอม ปรับอากาศ paul frank 169.  11 สาขา โซน น้ำหอม,punpromotion.csv
  อย่า ยอมแพ้ !!!  Cotton On Sale up to 70  ใจหายใจคว่ำ ลด แรง แซง ทางโค้ง เสื้อ ราคา เริ่มต้น 150. ป๊าด ดดดดด  สาขา เหมือนกัน นะจ๊ะ    Cotton on สาขา,punpromotion.csv
"  กรี๊ด ดด สุดเสียง !!! The Greatest Grand Sale ช้อ ปสุ ดฟิน ลด ปัง  ลด ห้าง ศูนย์  5,000 แบรนด์  70  โปรโมชั่น โดนใจ สำหรับ สมาชิก The  Card อาทิ ช้อป 1,000. คืน 1,000   ลุ้น iPhone  PRODUCT RED Special Edition มูลค่า 30,500.  Top Spender ช้อป ฟรี     16 ก.ค. 60  ศูนย์การค้า โรบินสัน ไลฟ์สไตล์ 18 สาขา สาขา สมุทรปราการ ศรี สมาน แม่ สอด สระบุรี สุพรรณบุรี ราชบุรี กาญจนบุรี ลพบุรี จันทบุรี ฉะเชิงเทรา ปราจีนบุรี สกลนคร สุรินทร์ ร้อยเอ็ด มุกดาหาร บุรีรัมย์ นครศรีธรรมราช ตรัง",punpromotion.csv
  ลด แร๊งส์ !!!  บา จา ลด หนัก เต็ม ข่า า... สไตล์ เด็ก ผู้ใหญ่ โดน ราคา เริ่มต้น 100.  ลด 70  แฟร์ สินค้า ราคา พิเศษ ลาน โปรโมชั่น ราคา เริ่มต้น 50.  ช้อป ออนไลน์ ด้าย ลด 50 เดือน ลา ซา ด้า ซื้อ ที่นี่ >>  Bata Mid Year Sale Up to 50    30 มิ.ย. 60  ร้าน Bata สาขา,punpromotion.csv
  ทันเวลา !!!  Supersports Super Sale Up to 50  ขาดไม่ได้ จริม ผ้าใบ คู่ ชั้น แบรนด์ NB Fila Skechers  Crocs    14 มิ.ย. 60  ชั้น  เซ็นทรัล ลาดพร้าว,punpromotion.csv
  โดน จา ยย !!!  พลาด ไม่ต้อง เสียใจ แก้ ตัวใหม่ ด้าย งาน ราคา เริ่มต้น 400. กานน รีบ  Shoes  Bags Salon Sale    11 มิ.ย. 60  ชั้น  พารากอน,punpromotion.csv
"  ปุ กา ศศ !!!  PTT Blue Card ใจดี อีกแล้ว ววววว สมัคร บัตร มีสิทธิ์ ลุ้น Samsung  เดือน  150 เครื่อง รางวัล มูลค่า 4,000,000 บาท  สำหรับ สมาชิก ไม่ต้อง น้อยใจ  20 คะแนน บัตร   สิทธิ์ ลุ้น เหมือนกัน  สมัคร   PTT Blue Card Samsung  Promotion    31 ส.ค. 60",punpromotion.csv
"  งุ้ยยยย !!!  Anello Buy  Get  Free  รู้กัน ร. .. ซื้อ ใบ 2,000. ขึ้นไป หยิบ ใบ กลับบ้าน ฟรี  ซื้อ  ใบ ลด 20    ร้าน YEAH สาขา",punpromotion.csv
  ประกาศ ด่วน !!!  ปัน โปร หา เพื่อนร่วมงาน ตำแหน่ง าา  โอ๊ย ตื่นเต้น ตำแหน่ง อย่า ลืม ตอบคำถาม ด้านล่าง 1. Creative 2. Content Editor 3. Content Writer 4. Photographer 5. Graphic Designer 6. Video Editor 7. AE 8. Sales Officer 9. Marketing Officer 10. Web Developer 11. Admin  ตอบคำถาม ด้านล่าง  Resume Portfolio  hr punpromotion com 1. แปะ Link เฟซ บุ๊ค รู้จัก มากขึ้น 2. เรียงลำดับ ความสนใจ หัวข้อ ต่อไปนี้  แฟชั่น  บิ วตี้  ของกิน  ท่องเที่ยว 3. ระบุ ตำแหน่ง เงินเดือน ต้องการ 🔥🔥 ย้ำ อีกที เมลล์ hr punpromotion com ,punpromotion.csv
  เที่ยว !!!  เที่ยว สิงคโปร์ ตอนนี้ โป รดี อีเวนท์ โดน ๆ... รีบ !!   ถูกใจ บิน จอง คลิก โปร ตั๋ว เครื่องบิน ราคา เริ่มต้น 999 บาท เที่ยว ดีล พิเศษ  สนุก สุดเหวี่ยง Universal Studios Singapore ฟรี รีบ จำนวน จำกัด 200 ใบ เดินทาง  ท่าน ขึ้นไป  ช้อป เพลิน ห้ามใจ พิเศษ สำหรับ ท่าน เดินทาง สิงคโปร์ จองตั๋ว เดินทาง อีกครั้ง ช่วงเวลา ฟรี CapitaVoucher มูลค่า 10 ดอลลาร์สิงคโปร์  สาวก EDM ห้าม พลาด เตรียม ระเบิด มันส์ เทศกาล ดนตรี อิเล็กทรอนิกส์ แดนซ์ สิงคโปร์ งาน Ultra Singapore 2017 การันตี ร้อนแรง กองทัพ ศิลปิน ดีเจ ชื่อดัง ที่จะ เขย่า มันส์ เวที ระเบิด มันส์  วันที่ 10 11 มิ.ย. 🔺️,punpromotion.csv
"  อุ๊ต้ะ !!!  Sabina  Moomin Sale  รร หาร อีกที ชั้น จอง เป๋า อิอิ  ซื้อ  ชิ้น ขึ้นไป ลด 15 คละ เสื้อ กะ เก  ซื้อ 2,000 บาท เป๋า Blue Moomin Bag มูลค่า 650.  อันนี้ รีบ จำนวน จำกัด เคาน์เตอร์ Sabina สาขา ZEN",punpromotion.csv
"  ฟรี ชอบ บบบ !!!  สนุก กา น. .. ซื้อ กระดาษ ทิชชู ซิ ลค์ มีสิทธิ์ ลุ้น ห้องน้ำ หรู ตัว มูลค่า 1,300,000.  กติกา รีบ  ซื้อ ทิชชู ซิ ลค์ รุ่น Kotton Jumbo  Giant ขนาด  ม้วน ขึ้นไป  ชื่อ ที่อยู่ ใบเสร็จ  ตู้ ปณ. 40 ปณจ. ภาษี เจริญ กรุงเทพฯ 10160  รายละเอียด     29 มิ.ย. 60",punpromotion.csv
"  คอหนัง อย่า พลาด !!!  ฟรี เครื่องเล่น Blu-ray   Sound bar ซื้อ LG OLED TV SUPER UHD TV สีสัน สมจริง เสียง ชัด จอ ภาพ สวย ตา ถึงพริกถึงขิง ยังกะ โรงหนัง อ่ะ   สิทธิ ลุ้น ตกแต่ง มุม โปรด สำหรับ ดู หนัง บ้าน พรีเมี่ยม โซฟา บัตร ชม ภาพยนตร์ มูลค่า 300,000. Change the Cinematic Experience at home  รายละเอียด     31 ก.ค. 60  ซื้อ Powerbuy  Homepro  The mall ",punpromotion.csv
  ฟรี อวด !!!  KBank ใจดี รูด ล่า จุด พีค ซีกโลก แจก ทริป รางวัล  ที่นั่ง ไปดู แสง ออโรร่า สี รุ้ง ตื่นตา ทางช้างเผือก ไหนจะ นั่ง ฮอ ดู Fox Glacier ล่องเรือ ส่อง วาฬ ลุ้น กล้อง GoPro Hero  Black กระเป๋าเดินทาง Rimowa ขนาด 20 นิ้ว  17 รางวัล มูลค่า  ล้าน บาท   SMS ลงทะเบียน พิมพ์ XZ หมายเลข บัตรเครดิต บัตร เดบิต 12 หลัก สุดท้าย  4545888 รูด ใช้จ่าย บัตรเครดิต เดบิต กสิกร ไทย  สิทธิ์ ลุ้น รางวัล 👉🏻 รายละเอียด     31 ส.ค. 60,punpromotion.csv
  หนี เที่ยว นน !!!  CentaraThe  Card Members Day 72 ชั่วโมง น้าน นน เดือน ดี อี๊ ส่วนลด ห้องพัก 15 โรงแรม ห้อง ราคา แพ็คเกจ ลด นัด ขนาด ห้าม พลาด จอง ห้องพัก >>  พัก ไทย ต่างประเทศ ฟิน ราคา โปรโมชั่น ราคา แพ็คเกจ ลด 35 อยู่แล้ว  แอบ อิจฉา สมาชิก CentaraThe Card ล็อกอิน ทำการ จอง ส่วนลด 15 !! ราคา เริ่มต้น หัก ลดเหลือ 646 ++ บาท คืน  จอง เที่ยงคืน วันที่  มิ.ย. 60,punpromotion.csv
  เก๊ งง งง งง !!!   Mid Season Sale up to 50  เสียง ระฆัง สงคราม ลดราคา กลางปี   สาขา    ,punpromotion.csv
  ฟ้า บิน !!!  เอเชีย ยุโรป อเมริกา ออสเตรเลีย ญี่ปุ่น  50 ประเทศ หายห่วง เรื่อง เน็ต จ่ะ Tripizee Pocket WiFi พกพา เน็ต จำกัด  แชร์ เพื่อน  คน  พิเศษ ญี่ปุ่น 100 บาท นะจ๊ะ จอง ออนไลน์   สอบถาม Tripizee,punpromotion.csv
  แถ่ น. .แท๊นนนน !!!  Bath  Body Works Sale Up to 50  หอม ร้า น. .. น้ำหอม บอดี้ มิส บอดี้ โลชั่น แฮ นค รีม เทียน หอม บลาๆๆ ลด ร้าน เออ ทรัพย์ สู้ ดดดด  Bath  Body Works สาขา    20 มิ.ย. 60,punpromotion.csv
  ต่อเวลา นา จา าา !!!  ช้อป    รีบ พรุ่งนี้ วันสุดท้าย นา าา  Xclusive Sale up to 80 ชั้น  The Event Hall เซ็นทรัล ชิด ลม    29 พ.ค. 60,punpromotion.csv
  ฟ้า เป็นใจ !!!  กรี๊ด ดดด ฝน ตก ชั้น ช้อป แหลก ฟาด เรย ยยย  LOL Market 95  ลาน หน้า CentralWorld  26  28 พ.ค. 60,punpromotion.csv
  ลิง จั๊กจั๊ก!!!  พอล แฟ รงค์ ลด แคร์ ฟ้า ฝน อี กล้า วว ซื้อ ชิ้น แร กลด 50 ซื้อ  ชิ้น ลด 70 ช้อป  Paul Frank Buy  Get 50 Buy  Get 70  Paul Frank Central World สาขา รายการ    30 มิ.ย. 60,punpromotion.csv
  ขา ช้อ ป. .. ฟัง !!!  ช้อป ออนไลน์ ร้านค้า ฮิต 100 ร้านค้า  SCB EASY APP รับเงิน คืน 20  ตุ้ว หู วววว รีบ 👉🏻 รายละเอียด   วันที่ 25 30 เดือน พ.ค.  ส.ค. 60,punpromotion.csv
"  ช้อป รัว !!!  งาน เซ อีกแล้ว ลด 70 หอบ กลับบ้าน เหมือน ฟรี ลด หนัก อีกแล้ว ช้อป จุใจ  สินค้า ราคา พิเศษ เริ่มต้น 199.  สินค้า นาที ทอง เวลา 12.30  13.30  18.30  19.30 น.  CENTRAL RAMA  THE RED HOT SALE UP TO 70  เซ็นทรัล พลาซ่า พระราม 2, พระราม ฮอลล์ ชั้น      มิ.ย. 60",punpromotion.csv
  โอ๊ย ยย ลางาน แพ !!!   ตัว ลด แรง เดิม .....รอ พุ่ง เรย ยยย ปล. SEEK  Fitflop TOMS บัตร คิว แอพ QueQ  Xclusive Sale up to 80 ชั้น  The Event Hall เซ็นทรัล ชิด ลม    28 พ.ค. 60,punpromotion.csv
"  เลอ ดี๊ ดี !!!  Illamasqua โปร ร้อนแรง แล้ นน เตรียมตัว เตรียม ตัง เตรียม คิว โปร เด็ด แบบนี้   อด แล้ วจะ เสียใจ  รี้ ดด 10 ท่าน ช้อป 10,000. จ่าย 5,000.  ส่วนลด 30 ซื้อ สินค้า  ชิ้น ขึ้นไป  ช้อป มีสิทธิ์ เล่น เกมส์ ลุ้น ส่วนลด พิเศษ 50 ของแถม อาทิ Hydra Veil Primer ตัว เทพ สินค้า ไซส์ เลือก สินค้า  Anniversary Set ชุด คุ้ม ไพร เม อร แป้ง ผสม รองพื้น ปัด แก้ม ลดราคา 4,850.  3,300. >> วางขาย เดือน พฤษภาคม ยู ว์  Illamasqua rd Anniversary  สาขา Groove CentralWorld  26  28 พ.ค. 60",punpromotion.csv
  ดี ใจ ชอบ บบ !!!  รู้ True SMART   Series ส่วนลด คุ้ม เสียง ภาพ คมชัด ฝุดๆ เหมือน โรงหนัง ส่วนตัว อะ เริ่มต้น 800 บาท  แถม เน็ต แรง  Non-Stop โทร ฟรี เครือข่าย 24 ช. ม. เล่น เน็ต ความเร็ว  Mbps อั้น  รายละเอียด   ทรู ช็อป ตัวแทนจำหน่าย รายการ    30 มิ.ย. 60,punpromotion.csv
  Sappe For One Day น้ำ ผัก เจ้ จ้น ขวด สี ดำ ลด หนัก 19 บาท ปกติ 25 บาท สุขภาพ ดี ลอง  ลดราคา คุณค่า ผัก ผลไม้ 100 เหมือนเดิม เอาไว้ บูส พลัง ล้า  สดชื่น ดี อร่อย แถม ได้ประโยชน์ เป็นน้ำ ผัก ผลไม้ อัด แน่น เต็ม ขวด    25 พ.ค. 60  -Eleven สาขา  ห้าง ร้านค้า รายการ Tesco Lotus  27 เม.ย.  24 พ.ค. 60 Family mart  25 เม.ย.  24 พ.ค. 60 Big   28 เม .ย  29 พ.ค. 60 Big  Mini    11 พ.ค. 60  16  29 พ.ค. 60 Gourmet market  27 เม.ย.  24 พ.ค. 60 Tops market    30 พ.ค. 60 Makro  10  23 พ.ค. 60 Watson  20 เม .ย  17 พ.ค. 60 Lawson  25 เม .ย  24 พ.ค. 60 Supersave  25 พ.ค.  21 มิ.ย. 60 SPAR ปั๊มน้ำมัน    31 พ.ค. 60 Lazada online    31 พ.ค. 60,punpromotion.csv
  เฮ ลท์ตี้ !!!  ดอย น้ำ มะเขือเทศ โซเดียม ต่ำ ซื้อ  แถม   จ่า Drama-addict  ลด นะคะ !!  เฉลี่ย แพ คละ 44 บาท  66 บาท  ร้าน สบายใจ  ชั้นใต้ดิน Paradise Park    31 พ.ค. 60 สินค้า,punpromotion.csv
   แค ลลอ รี่ ที่รัก !!!  Ovomaltine ลด 85 บาท  สมาชิก  Card    229.  ปกติ 314.   Gourmet Market สยามพารากอน    24 พ.ค. 60,punpromotion.csv
"  ร้าน ไฉไล เดิม มม !!!  The Travel Store สาขา Mega Bangna ชั้น  าา... จบ อุปกรณ์การเดินทาง กระเป๋าเดินทาง กระเป๋า เป้ รองเท้า แอ เซ สซอ รี่ เก๋ เหมาะกับ นักท่องเที่ยว ตัวจริง ยังมี สินค้า ไลฟ์สไตล์ เลือก เพียบ บบ แถม แฟล็ก ชิป สโตร์ เมือง ไทย  โปรโมชั่น ฮอต เดือน  กระเป๋าเดินทาง แบรนด์ อิตาลี Roncato ดี ไซ เก๋ เท่ห์ แตกต่าง หรูหรา ลด 50  กระเป๋า เป้ JanSport รุ่น Right Pack ตูด หนัง เอกลักษณ์ โดดเด่น คลาสสิค ลด 3,550  1,990 บาท  ติดตาม ข่าวสาร ดี เลือก ชม สินค้า ",punpromotion.csv
  กิน กิน ด้าย !!! ☕️ Starbucks Frapucchino ลด 50  อังคาร พุธ 14.00  17.00 น. นะจ๊ะ  คิว ยอ ม. .. Starbucks เมนู ปั่น ลด ครึ่ง ราคา เมนู ปกติ เมนู ลับ อย่า เดี๋ยว คน เย อะนะ    พุธ  มิ.ย. 60  Starbucks สาขา ยกเว้น สาขา สนามบิน,punpromotion.csv
  โดนใจ ขา เน็ต !!   NET SIM เอไอเอส วัน-ทู-คอล  ไอ เท็ม เด็ด ล้า วว... เล่น เน็ต อั้น เล่น เน็ต เล่น Facebook ส่อง IG ดู ยู ทู เม้าท์ มอ เพื่อน ตามติด ชีวิต อป ป้า ช้อปปิ้ง ออนไลน์ ซิม เนี้ย ตอบ โจทย์  เน็ต อั่น ความเร็ว  Mbps ลด สปีด   AIS Super WiFi ฟรี อีกด้วย  ราคา 88 บาท สัปดาห์ รีบ ไปหา  NET SIM  NET SIM เอไอเอส วัน-ทู-คอล ด่วน,punpromotion.csv
  เยิ้ม เยิ้ม !!!  The Pizza Company ลด 50  อังคาร 17.00  22.00 น. สาขา ยู มอลล์ ชั้น    รร รร โมง รีบ พุ่ง พิซซ่า ลด ครึ่ง ราคา สั่ง พิซซ่า เอ็กซ์ ตรี ม( ขอบ ชีส ขอบ ไส้กรอก ถาด กลาง ขึ้นไป สั่ง หน้า ตามใจชอบ  สาขา ลอง สอบถาม พน ง. ร้าน ดู,punpromotion.csv
  โปร โรงแรม ล้า ววว !!!  โปร เอ็กซ์คลูซีฟ ธรรมดา หนี เที่ยว ส่วนลด ห้องพัก 50 โรงแรม รีสอร์ท ในเครือ เซ็นทารา ประเทศ ไทย ไปเที่ยว ธรรมดา ทำกิจกรรม ฟินๆ กิน เที่ยว เพลิน ไม่ต้อง รอ คิว แถม คน พลุกพล่าน  แอด แนะนำ สำหรับ ที่นี่ หา ที่พัก กรุงเทพฯ พัทยา หัว หิน เกาะ ช้าง ระยอง ตราด กระบี่ ภูเก็ต เชียงใหม่ เกาะ สมุย  เข้าไป จอง  พิเศษ อี๊ ก. .. ล็อกอิน CentaraThe Card ลด 10 ห้อง ราคา จอง   สำรอง ห้องพัก   31 พ.ค. 60  พัก   30 ก.ย. 60 วันอาทิตย์  พฤหัสบดี,punpromotion.csv
  ดี ย์ !!!  อิ่ม อร่อย ร้าน เอไอเอส  ลูกค้า AIS ส่วนลด 50 ร้านอาหาร ศูนย์การค้า รายการ 400 ร้านค้า  พิเศษ  สำหรับ ลูกค้า AIS เซ เร เนด จันทร์ อังคาร พุธ ฟรี !!  เมนู พิเศษ 73 ร้าน ศูนย์การค้า รายการ  วันที่ 15 พ.ค  30 มิ.ย. 60  จำกัด 30 สิทธิ์ ร้าน สาขา  ศูนย์การค้า เซ็นทรัล 30 สาขา ทั่วประเทศ เซ็นทรัลเวิลด์ เซ็นทรัลพลาซา เซ็นทรัล เฟสติวัล    30 มิ.ย. 60  ดู รายละเอียด,punpromotion.csv
  ถูกใจ เจ้ !!!  นาฬิกา ลด เพียบ  80  70 แบรนด์ อาทิเช่น G-Shock Baby  Dniel Wellington Nixon DKNY Fossil  Issey Miyake Guess Coach  Hot Watch Hot Price ลุ้น ซื้อ นาฬิกา รุ่น Limited Edition แบรนด์ ชั้นนำ ราคา 21 บาท    โมง เย็น ศุกร์ เสาร์ อาทิตย์ 12 14  19 21 พ.ค. หู ววว งาน พลาด  Fashion Watch Fair 2017 Sale Up To 80  Terminal 21 Asok ชั้น LG      21 พ.ค. 60,punpromotion.csv
"  ฉีก กฎ ดีไซน์ หน้าจอ ไร้ ขอบ !!!  โอ้ย ย... สวย ล้ำ แถม ตอนนี้ TrueMove  ส่วนลด Samsung Galaxy    สุ 8,000.  ย้าย ค่าย ลด 1.000.  เล่น เน็ต  Unlimited อั้น ลด สปีด ความเร็ว 300 Mbps   ปี ฟรี บัตร ทรู แบล็ค การ์ด  บัตร ทรู แบล็ค การ์ด อยู่แล้ว ลด ค่า เครื่อง 50 เริ่มต้น 13,950. 👉🏻    เฉพาะที่ ทรู ช้อป นะจ๊ะ    31 ก.ค. 60",punpromotion.csv
  ฟิน เว่อร์ !!!  สมัคร SCB เพ ย์ .... ฟรี แมค ซัน เด 👉🏻 สมัคร ฟรี ที่นี่   SCB PromptPay Mcdonald     ส.ค. 60,punpromotion.csv
  เย็นใจ แน่จริง !!!  เมน ทอ  แถม  !!  ตามนั้น  Central Food Hall  Tops สาขา    16 พ.ค. 60,punpromotion.csv
"  แอ ร๊ยยย.. ร่างกาย ต้องการ ไปเที่ยว !!!  บอ สขา ลาพักร้อน ค่า แพ็กเกจ เที่ยว ไทย ธรรมดา ลด แร งม ว๊าก กก 50 !! โรงแรม ในเครือ เซน ทา รา  Spring Field Group ชะ อำ เพชรบุรี  Holiday Inn Pattaya ชลบุรี Peace Laguna Resort  Spa ภูเก็ต Sand Dunes Chaolao Beach จันทบุรี เม อร เคียว ไอ บิ  Royal Cliff Hotels Group Movenpick Resort  Spa ภูเก็ต Banyan the Resort หัว หิน  Serenata Hotels  Resort Group Cape  Kantary Hotels   พิเศษ !! ช้อป 2,000 บาท สิทธิ์ ลุ้น รถยนต์ TOYOTA YARIS ของรางวัล เพียบ อาทิ ตั๋ว เครื่องบิน ที่พัก บัตร เติมน้ำมัน จำนวน 500 รางวัล  สาว ชื่นชอบ การท่องเที่ยว สิทธิ์   ช้อป งาน 5,000. มีสิทธิ์ ลุ้น รางวัล ตั๋ว เครื่องบิน ภายในประเทศ  10 รางวัล อีกด้วย แบบนี้ พลาด  งาน ธรรมดา เที่ยว  งาน Outdoor Fest   ศูนย์การประชุมแห่งชาติสิริกิติ์  วันที่ 11 14 พ.ค. 60",punpromotion.csv
  เห นอ !!   The  Card ฟิน อ่ะ รร. .. The  Card Everyday  จี แถม สิทธิ ส่วนลด ร้านอาหาร นา าา ร้าน ดู ยยย  The Pizza Company ซื้อ  แถม  ซื้อ พิซซ่า เอ็กซ์ ตรี  ถาด ราคา ปกติ แถม ฟรี พิซซ่า กรอบ  พิซซ่า หนา นุ่ม  ถาด กด สิทธิ์ น้า goo gl sJiTKY  PAUL ซื้อ PAUL Combo Set ราคา 415 บาท ปกติ 595 บาท กด สิทธ ฺิ์ goo gl KhWRrd เลือก แลก คะแนน 10 คะแนน ส่วนลด 30 บาท ซื้อ สินค้า Takeaway  Paul   โปร นะจ๊ะ สาขา CentralWorld   Amazon แลก 10 คะแนน The  Card ส่วนลด  บาท เมนู เครื่องดื่ม  Pepper Lunch แลก 10 คะแนน The  Card ส่วนลด 10 ทานอาหาร ร้าน  Yoshinoya แลก 10 คะแนน The  Card ซื้อ เกี๊ยว ซ่า ราคา 65 บาท ปกติ 85 บาท สั่ง ข้าว หน้า เนื้อ  ข้าว หน้า หมู ขนาด  ปล. ตรวจสอบ เงื่อนไข หน้า ร้าน นะจ๊ะ 👉🏻 บัตร กด สมัคร  The  Card Everyday  Central Plaza Central World Central Festival    31 พ.ค. 60,punpromotion.csv
"  เร่ เข้ามา !!!  ฟรี Samsung Galaxy   True Lenovo Vibe  ฟรี ย้าย ค่าย เบอร์ เดิม ทรูมูฟ เอช รายเดือน  เงื่อนไข นิดนึง สมัคร แพ็กเกจ  Super Smart 399 ขึ้นไป ชำระ ค่าบริการ ล่วงหน้า 2,000 บาท สำหรับ Samsung Galaxy   500 บาท สำหรับ True Lenovo Vibe  👉🏻 รายละเอียด   ทรู ช็อป ตัวแทนจำหน่าย รายการ    15 พ.ค. 60",punpromotion.csv
  ห้ะ..ลด เว็บ !!   Summer Slash คุ้ม เว่อร์ ยกกำลัง ช้อป ฟินๆ ลด 10 ผ่อน ชิ้น เว็บ !! ใจดี อี๊ กก สินค้า ฟิตเนส เก้าอี้ นวด ลด เลี้ยว วววว  ช้อป   Summer Slash คุ้ม เว่อร์ ยกกำลัง     พ.ค. ,punpromotion.csv
  Crocs หนัก !!!  ซื้อ คู่ รุ่น ฟรี คู่ รุ่น รายการ เอฟ ซี ห้าม พลาด  Crocs Buy  Get  Free  Crocs Concept Store สาขา    14 พ.ค. 60,punpromotion.csv
